copy,copy,copy,copy
8249.3,measure-aspirate-1.0-ul-channel_2-trial-8-samples-count,5.00E+01,
8280.6,measure-dispense-1.0-ul-channel_2-trial-8-celsius-pipette,2.49E+01,
8280.9,measure-dispense-1.0-ul-channel_2-trial-8-humidity-pipette,41.72425842,
8281.2,measure-dispense-1.0-ul-channel_2-trial-8-celsius-air,2.05E+01,
8281.5,measure-dispense-1.0-ul-channel_2-trial-8-humidity-air,4.98E+01,
8281.8,measure-dispense-1.0-ul-channel_2-trial-8-pascals-air,1000,
8282.1,measure-dispense-1.0-ul-channel_2-trial-8-celsius-liquid,25,
8282.4,measure-dispense-1.0-ul-channel_2-trial-8-grams-average,16.5475228,
8282.6,measure-dispense-1.0-ul-channel_2-trial-8-grams-cv,9.14E-08,
8282.9,measure-dispense-1.0-ul-channel_2-trial-8-grams-min,1.65E+01,
8283.2,measure-dispense-1.0-ul-channel_2-trial-8-grams-max,1.65E+01,
8283.5,measure-dispense-1.0-ul-channel_2-trial-8-samples-start-time,1780515728,
8283.8,measure-dispense-1.0-ul-channel_2-trial-8-samples-duration,9.812399864,
8284.1,measure-dispense-1.0-ul-channel_2-trial-8-samples-count,5.00E+01,
8351.1,measure-init-1.0-ul-channel_2-trial-9-celsius-pipette,2.49E+01,
8351.4,measure-init-1.0-ul-channel_2-trial-9-humidity-pipette,42.2507019,
8351.6,measure-init-1.0-ul-channel_2-trial-9-celsius-air,2.05E+01,
8351.9,measure-init-1.0-ul-channel_2-trial-9-humidity-air,5.00E+01,
8352.2,measure-init-1.0-ul-channel_2-trial-9-pascals-air,1000,
8352.5,measure-init-1.0-ul-channel_2-trial-9-celsius-liquid,25,
8352.8,measure-init-1.0-ul-channel_2-trial-9-grams-average,16.54744839,
8353.1,measure-init-1.0-ul-channel_2-trial-9-grams-cv,1.84E-07,
8353.4,measure-init-1.0-ul-channel_2-trial-9-grams-min,1.65E+01,
8353.7,measure-init-1.0-ul-channel_2-trial-9-grams-max,1.65E+01,
8354,measure-init-1.0-ul-channel_2-trial-9-samples-start-time,1780515798,
8354.2,measure-init-1.0-ul-channel_2-trial-9-samples-duration,9.972455978,
8354.5,measure-init-1.0-ul-channel_2-trial-9-samples-count,5.10E+01,
8387,measure-aspirate-1.0-ul-channel_2-trial-9-celsius-pipette,2.49E+01,
8387.3,measure-aspirate-1.0-ul-channel_2-trial-9-humidity-pipette,42.57418823,
8387.6,measure-aspirate-1.0-ul-channel_2-trial-9-celsius-air,2.05E+01,
8387.9,measure-aspirate-1.0-ul-channel_2-trial-9-humidity-air,4.99E+01,
8388.2,measure-aspirate-1.0-ul-channel_2-trial-9-pascals-air,1000,
8388.5,measure-aspirate-1.0-ul-channel_2-trial-9-celsius-liquid,25,
8388.7,measure-aspirate-1.0-ul-channel_2-trial-9-grams-average,16.54627952,
8389,measure-aspirate-1.0-ul-channel_2-trial-9-grams-cv,1.02E-07,
8389.3,measure-aspirate-1.0-ul-channel_2-trial-9-grams-min,1.65E+01,
8389.6,measure-aspirate-1.0-ul-channel_2-trial-9-grams-max,1.65E+01,
8389.9,measure-aspirate-1.0-ul-channel_2-trial-9-samples-start-time,1780515834,
8390.2,measure-aspirate-1.0-ul-channel_2-trial-9-samples-duration,9.747963905,
8390.5,measure-aspirate-1.0-ul-channel_2-trial-9-samples-count,5.00E+01,
8421.7,measure-dispense-1.0-ul-channel_2-trial-9-celsius-pipette,2.49E+01,
8422,measure-dispense-1.0-ul-channel_2-trial-9-humidity-pipette,42.31784058,
8422.3,measure-dispense-1.0-ul-channel_2-trial-9-celsius-air,2.05E+01,
8422.6,measure-dispense-1.0-ul-channel_2-trial-9-humidity-air,4.98E+01,
8422.8,measure-dispense-1.0-ul-channel_2-trial-9-pascals-air,1000,
8423.1,measure-dispense-1.0-ul-channel_2-trial-9-celsius-liquid,25,
8423.4,measure-dispense-1.0-ul-channel_2-trial-9-grams-average,16.54728668,
8423.7,measure-dispense-1.0-ul-channel_2-trial-9-grams-cv,9.01E-08,
8424,measure-dispense-1.0-ul-channel_2-trial-9-grams-min,1.65E+01,
8424.3,measure-dispense-1.0-ul-channel_2-trial-9-grams-max,1.65E+01,
8424.6,measure-dispense-1.0-ul-channel_2-trial-9-samples-start-time,1780515869,
8424.9,measure-dispense-1.0-ul-channel_2-trial-9-samples-duration,9.796302795,
8425.1,measure-dispense-1.0-ul-channel_2-trial-9-samples-count,50,
8492.3,measure-init-1.0-ul-channel_2-trial-10-celsius-pipette,2.49E+01,
8492.6,measure-init-1.0-ul-channel_2-trial-10-humidity-pipette,42.13320923,
8492.9,measure-init-1.0-ul-channel_2-trial-10-celsius-air,2.06E+01,
8493.1,measure-init-1.0-ul-channel_2-trial-10-humidity-air,4.99E+01,
8493.4,measure-init-1.0-ul-channel_2-trial-10-pascals-air,1000,
8493.7,measure-init-1.0-ul-channel_2-trial-10-celsius-liquid,25,
8494,measure-init-1.0-ul-channel_2-trial-10-grams-average,16.54722016,
8494.3,measure-init-1.0-ul-channel_2-trial-10-grams-cv,1.72E-07,
8494.6,measure-init-1.0-ul-channel_2-trial-10-grams-min,1.65E+01,
8494.9,measure-init-1.0-ul-channel_2-trial-10-grams-max,1.65E+01,
8495.2,measure-init-1.0-ul-channel_2-trial-10-samples-start-time,1780515939,
8495.5,measure-init-1.0-ul-channel_2-trial-10-samples-duration,9.795687675,
8495.8,measure-init-1.0-ul-channel_2-trial-10-samples-count,5.00E+01,
8528.6,measure-aspirate-1.0-ul-channel_2-trial-10-celsius-pipette,2.49E+01,
8528.9,measure-aspirate-1.0-ul-channel_2-trial-10-humidity-pipette,42.18356323,
8529.2,measure-aspirate-1.0-ul-channel_2-trial-10-celsius-air,2.06E+01,
8529.5,measure-aspirate-1.0-ul-channel_2-trial-10-humidity-air,5.00E+01,
8529.8,measure-aspirate-1.0-ul-channel_2-trial-10-pascals-air,1000,
8530.1,measure-aspirate-1.0-ul-channel_2-trial-10-celsius-liquid,25,
8530.3,measure-aspirate-1.0-ul-channel_2-trial-10-grams-average,16.5460508,
8530.6,measure-aspirate-1.0-ul-channel_2-trial-10-grams-cv,5.98E-08,
8530.9,measure-aspirate-1.0-ul-channel_2-trial-10-grams-min,1.65E+01,
8531.2,measure-aspirate-1.0-ul-channel_2-trial-10-grams-max,1.65E+01,
8531.5,measure-aspirate-1.0-ul-channel_2-trial-10-samples-start-time,1780515976,
8531.8,measure-aspirate-1.0-ul-channel_2-trial-10-samples-duration,9.796522379,
8532.1,measure-aspirate-1.0-ul-channel_2-trial-10-samples-count,5.00E+01,
8563.5,measure-dispense-1.0-ul-channel_2-trial-10-celsius-pipette,2.49E+01,
8563.8,measure-dispense-1.0-ul-channel_2-trial-10-humidity-pipette,42.40786743,
8564.1,measure-dispense-1.0-ul-channel_2-trial-10-celsius-air,2.05E+01,
8564.4,measure-dispense-1.0-ul-channel_2-trial-10-humidity-air,5.01E+01,
8564.7,measure-dispense-1.0-ul-channel_2-trial-10-pascals-air,1000,
8565,measure-dispense-1.0-ul-channel_2-trial-10-celsius-liquid,25,
8565.2,measure-dispense-1.0-ul-channel_2-trial-10-grams-average,16.54700512,
8565.5,measure-dispense-1.0-ul-channel_2-trial-10-grams-cv,9.82E-08,
8565.8,measure-dispense-1.0-ul-channel_2-trial-10-grams-min,1.65E+01,
8566.1,measure-dispense-1.0-ul-channel_2-trial-10-grams-max,1.65E+01,
8566.4,measure-dispense-1.0-ul-channel_2-trial-10-samples-start-time,1780516011,
8566.7,measure-dispense-1.0-ul-channel_2-trial-10-samples-duration,9.794494867,
8567,measure-dispense-1.0-ul-channel_2-trial-10-samples-count,5.00E+01,
8635.5,measure-init-1.0-ul-channel_3-trial-1-celsius-pipette,2.49E+01,
8635.7,measure-init-1.0-ul-channel_3-trial-1-humidity-pipette,42.51773071,
8636,measure-init-1.0-ul-channel_3-trial-1-celsius-air,2.06E+01,
8636.3,measure-init-1.0-ul-channel_3-trial-1-humidity-air,5.00E+01,
8636.6,measure-init-1.0-ul-channel_3-trial-1-pascals-air,1000,
8636.9,measure-init-1.0-ul-channel_3-trial-1-celsius-liquid,25,
8637.2,measure-init-1.0-ul-channel_3-trial-1-grams-average,16.54693137,
8637.5,measure-init-1.0-ul-channel_3-trial-1-grams-cv,2.30E-07,
8637.8,measure-init-1.0-ul-channel_3-trial-1-grams-min,1.65E+01,
8638,measure-init-1.0-ul-channel_3-trial-1-grams-max,1.65E+01,
8638.3,measure-init-1.0-ul-channel_3-trial-1-samples-start-time,1780516082,
8638.6,measure-init-1.0-ul-channel_3-trial-1-samples-duration,9.971927643,
8638.9,measure-init-1.0-ul-channel_3-trial-1-samples-count,51,
8671.4,measure-aspirate-1.0-ul-channel_3-trial-1-celsius-pipette,2.49E+01,
8671.7,measure-aspirate-1.0-ul-channel_3-trial-1-humidity-pipette,42.43991089,
8672,measure-aspirate-1.0-ul-channel_3-trial-1-celsius-air,2.06E+01,
8672.3,measure-aspirate-1.0-ul-channel_3-trial-1-humidity-air,4.98E+01,
8672.6,measure-aspirate-1.0-ul-channel_3-trial-1-pascals-air,1000,
8672.9,measure-aspirate-1.0-ul-channel_3-trial-1-celsius-liquid,25,
8673.2,measure-aspirate-1.0-ul-channel_3-trial-1-grams-average,16.54575672,
8673.5,measure-aspirate-1.0-ul-channel_3-trial-1-grams-cv,1.06E-07,
8673.8,measure-aspirate-1.0-ul-channel_3-trial-1-grams-min,1.65E+01,
8674.1,measure-aspirate-1.0-ul-channel_3-trial-1-grams-max,1.65E+01,
8674.4,measure-aspirate-1.0-ul-channel_3-trial-1-samples-start-time,1780516118,
8674.7,measure-aspirate-1.0-ul-channel_3-trial-1-samples-duration,9.812339067,
8674.9,measure-aspirate-1.0-ul-channel_3-trial-1-samples-count,5.00E+01,
8706.3,measure-dispense-1.0-ul-channel_3-trial-1-celsius-pipette,2.49E+01,
8706.6,measure-dispense-1.0-ul-channel_3-trial-1-humidity-pipette,42.1789856,
8706.9,measure-dispense-1.0-ul-channel_3-trial-1-celsius-air,2.06E+01,
8707.2,measure-dispense-1.0-ul-channel_3-trial-1-humidity-air,4.97E+01,
8707.5,measure-dispense-1.0-ul-channel_3-trial-1-pascals-air,1000,
8707.8,measure-dispense-1.0-ul-channel_3-trial-1-celsius-liquid,25,
8708.1,measure-dispense-1.0-ul-channel_3-trial-1-grams-average,16.5467808,
8708.4,measure-dispense-1.0-ul-channel_3-trial-1-grams-cv,8.46E-08,
8708.7,measure-dispense-1.0-ul-channel_3-trial-1-grams-min,1.65E+01,
8709,measure-dispense-1.0-ul-channel_3-trial-1-grams-max,1.65E+01,
8709.2,measure-dispense-1.0-ul-channel_3-trial-1-samples-start-time,1780516153,
8709.5,measure-dispense-1.0-ul-channel_3-trial-1-samples-duration,9.795530319,
8709.8,measure-dispense-1.0-ul-channel_3-trial-1-samples-count,5.00E+01,
8775.4,measure-init-1.0-ul-channel_3-trial-2-celsius-pipette,2.49E+01,
8775.7,measure-init-1.0-ul-channel_3-trial-2-humidity-pipette,42.03555298,
8776,measure-init-1.0-ul-channel_3-trial-2-celsius-air,2.05E+01,
8776.3,measure-init-1.0-ul-channel_3-trial-2-humidity-air,4.93E+01,
8776.6,measure-init-1.0-ul-channel_3-trial-2-pascals-air,1000,
8776.9,measure-init-1.0-ul-channel_3-trial-2-celsius-liquid,25,
8777.2,measure-init-1.0-ul-channel_3-trial-2-grams-average,16.54670956,
8777.5,measure-init-1.0-ul-channel_3-trial-2-grams-cv,1.61E-07,
8777.8,measure-init-1.0-ul-channel_3-trial-2-grams-min,1.65E+01,
8778,measure-init-1.0-ul-channel_3-trial-2-grams-max,1.65E+01,
8778.3,measure-init-1.0-ul-channel_3-trial-2-samples-start-time,1780516222,
8778.6,measure-init-1.0-ul-channel_3-trial-2-samples-duration,9.811475515,
8778.9,measure-init-1.0-ul-channel_3-trial-2-samples-count,5.00E+01,
8811.5,measure-aspirate-1.0-ul-channel_3-trial-2-celsius-pipette,2.49E+01,
8811.8,measure-aspirate-1.0-ul-channel_3-trial-2-humidity-pipette,41.6754303,
8812.1,measure-aspirate-1.0-ul-channel_3-trial-2-celsius-air,2.05E+01,
8812.4,measure-aspirate-1.0-ul-channel_3-trial-2-humidity-air,4.90E+01,
8812.7,measure-aspirate-1.0-ul-channel_3-trial-2-pascals-air,1000,
8813,measure-aspirate-1.0-ul-channel_3-trial-2-celsius-liquid,25,
8813.3,measure-aspirate-1.0-ul-channel_3-trial-2-grams-average,16.54553671,
8813.5,measure-aspirate-1.0-ul-channel_3-trial-2-grams-cv,8.99E-08,
8813.8,measure-aspirate-1.0-ul-channel_3-trial-2-grams-min,1.65E+01,
8814.1,measure-aspirate-1.0-ul-channel_3-trial-2-grams-max,1.65E+01,
8814.4,measure-aspirate-1.0-ul-channel_3-trial-2-samples-start-time,1780516258,
8814.7,measure-aspirate-1.0-ul-channel_3-trial-2-samples-duration,9.987270594,
8815,measure-aspirate-1.0-ul-channel_3-trial-2-samples-count,5.10E+01,
8846.4,measure-dispense-1.0-ul-channel_3-trial-2-celsius-pipette,2.49E+01,
8846.7,measure-dispense-1.0-ul-channel_3-trial-2-humidity-pipette,41.36567688,
8847,measure-dispense-1.0-ul-channel_3-trial-2-celsius-air,2.05E+01,
8847.3,measure-dispense-1.0-ul-channel_3-trial-2-humidity-air,4.90E+01,
8847.6,measure-dispense-1.0-ul-channel_3-trial-2-pascals-air,1000,
8847.9,measure-dispense-1.0-ul-channel_3-trial-2-celsius-liquid,25,
8848.2,measure-dispense-1.0-ul-channel_3-trial-2-grams-average,16.54656904,
8848.5,measure-dispense-1.0-ul-channel_3-trial-2-grams-cv,1.94E-07,
8848.8,measure-dispense-1.0-ul-channel_3-trial-2-grams-min,1.65E+01,
8849.1,measure-dispense-1.0-ul-channel_3-trial-2-grams-max,1.65E+01,
8849.4,measure-dispense-1.0-ul-channel_3-trial-2-samples-start-time,1780516293,
8849.7,measure-dispense-1.0-ul-channel_3-trial-2-samples-duration,9.828564882,
8850,measure-dispense-1.0-ul-channel_3-trial-2-samples-count,5.00E+01,
8915.8,measure-init-1.0-ul-channel_3-trial-3-celsius-pipette,2.49E+01,
8916.1,measure-init-1.0-ul-channel_3-trial-3-humidity-pipette,41.25276184,
8916.4,measure-init-1.0-ul-channel_3-trial-3-celsius-air,2.05E+01,
8916.6,measure-init-1.0-ul-channel_3-trial-3-humidity-air,4.91E+01,
8916.9,measure-init-1.0-ul-channel_3-trial-3-pascals-air,1000,
8917.2,measure-init-1.0-ul-channel_3-trial-3-celsius-liquid,25,
8917.5,measure-init-1.0-ul-channel_3-trial-3-grams-average,16.5465072,
8917.8,measure-init-1.0-ul-channel_3-trial-3-grams-cv,1.66E-07,
8918.1,measure-init-1.0-ul-channel_3-trial-3-grams-min,1.65E+01,
8918.4,measure-init-1.0-ul-channel_3-trial-3-grams-max,1.65E+01,
8918.7,measure-init-1.0-ul-channel_3-trial-3-samples-start-time,1780516363,
8919,measure-init-1.0-ul-channel_3-trial-3-samples-duration,9.796134949,
8919.3,measure-init-1.0-ul-channel_3-trial-3-samples-count,50,
8952,measure-aspirate-1.0-ul-channel_3-trial-3-celsius-pipette,2.49E+01,
8952.3,measure-aspirate-1.0-ul-channel_3-trial-3-humidity-pipette,41.43434143,
8952.6,measure-aspirate-1.0-ul-channel_3-trial-3-celsius-air,2.06E+01,
8952.9,measure-aspirate-1.0-ul-channel_3-trial-3-humidity-air,4.95E+01,
8953.2,measure-aspirate-1.0-ul-channel_3-trial-3-pascals-air,1000,
8953.5,measure-aspirate-1.0-ul-channel_3-trial-3-celsius-liquid,25,
8953.8,measure-aspirate-1.0-ul-channel_3-trial-3-grams-average,16.5453252,
8954.1,measure-aspirate-1.0-ul-channel_3-trial-3-grams-cv,1.17E-07,
8954.3,measure-aspirate-1.0-ul-channel_3-trial-3-grams-min,1.65E+01,
8954.6,measure-aspirate-1.0-ul-channel_3-trial-3-grams-max,1.65E+01,
8954.9,measure-aspirate-1.0-ul-channel_3-trial-3-samples-start-time,1780516399,
8955.2,measure-aspirate-1.0-ul-channel_3-trial-3-samples-duration,9.811923265,
8955.5,measure-aspirate-1.0-ul-channel_3-trial-3-samples-count,5.00E+01,
8987,measure-dispense-1.0-ul-channel_3-trial-3-celsius-pipette,2.49E+01,
8987.3,measure-dispense-1.0-ul-channel_3-trial-3-humidity-pipette,42.02792358,
8987.6,measure-dispense-1.0-ul-channel_3-trial-3-celsius-air,2.06E+01,
8987.9,measure-dispense-1.0-ul-channel_3-trial-3-humidity-air,4.99E+01,
8988.1,measure-dispense-1.0-ul-channel_3-trial-3-pascals-air,1000,
8988.4,measure-dispense-1.0-ul-channel_3-trial-3-celsius-liquid,25,
8988.7,measure-dispense-1.0-ul-channel_3-trial-3-grams-average,16.546348,
8989,measure-dispense-1.0-ul-channel_3-trial-3-grams-cv,0.00E+00,
8989.3,measure-dispense-1.0-ul-channel_3-trial-3-grams-min,1.65E+01,
8989.6,measure-dispense-1.0-ul-channel_3-trial-3-grams-max,1.65E+01,
8989.9,measure-dispense-1.0-ul-channel_3-trial-3-samples-start-time,1780516434,
8990.2,measure-dispense-1.0-ul-channel_3-trial-3-samples-duration,9.812866449,
8990.5,measure-dispense-1.0-ul-channel_3-trial-3-samples-count,5.00E+01,
9056.3,measure-init-1.0-ul-channel_3-trial-4-celsius-pipette,2.49E+01,
9056.6,measure-init-1.0-ul-channel_3-trial-4-humidity-pipette,42.42770386,
9056.9,measure-init-1.0-ul-channel_3-trial-4-celsius-air,2.06E+01,
9057.2,measure-init-1.0-ul-channel_3-trial-4-humidity-air,5.00E+01,
9057.5,measure-init-1.0-ul-channel_3-trial-4-pascals-air,1000,
9057.8,measure-init-1.0-ul-channel_3-trial-4-celsius-liquid,25,
9058,measure-init-1.0-ul-channel_3-trial-4-grams-average,16.54628436,
9058.3,measure-init-1.0-ul-channel_3-trial-4-grams-cv,2.53E-07,
9058.6,measure-init-1.0-ul-channel_3-trial-4-grams-min,1.65E+01,
9058.9,measure-init-1.0-ul-channel_3-trial-4-grams-max,1.65E+01,
9059.2,measure-init-1.0-ul-channel_3-trial-4-samples-start-time,1780516503,
9059.5,measure-init-1.0-ul-channel_3-trial-4-samples-duration,9.780491829,
9059.8,measure-init-1.0-ul-channel_3-trial-4-samples-count,50,
9092.5,measure-aspirate-1.0-ul-channel_3-trial-4-celsius-pipette,2.49E+01,
9092.7,measure-aspirate-1.0-ul-channel_3-trial-4-humidity-pipette,42.58944702,
9093,measure-aspirate-1.0-ul-channel_3-trial-4-celsius-air,2.06E+01,
9093.3,measure-aspirate-1.0-ul-channel_3-trial-4-humidity-air,4.99E+01,
9093.6,measure-aspirate-1.0-ul-channel_3-trial-4-pascals-air,1000,
9093.9,measure-aspirate-1.0-ul-channel_3-trial-4-celsius-liquid,25,
9094.2,measure-aspirate-1.0-ul-channel_3-trial-4-grams-average,16.545103,
9094.5,measure-aspirate-1.0-ul-channel_3-trial-4-grams-cv,6.11E-08,
9094.8,measure-aspirate-1.0-ul-channel_3-trial-4-grams-min,1.65E+01,
9095.1,measure-aspirate-1.0-ul-channel_3-trial-4-grams-max,1.65E+01,
9095.4,measure-aspirate-1.0-ul-channel_3-trial-4-samples-start-time,1780516539,
9095.7,measure-aspirate-1.0-ul-channel_3-trial-4-samples-duration,9.795461178,
9096,measure-aspirate-1.0-ul-channel_3-trial-4-samples-count,50,
9127.5,measure-dispense-1.0-ul-channel_3-trial-4-celsius-pipette,2.49E+01,
9127.8,measure-dispense-1.0-ul-channel_3-trial-4-humidity-pipette,42.3086853,
9128.1,measure-dispense-1.0-ul-channel_3-trial-4-celsius-air,2.06E+01,
9128.4,measure-dispense-1.0-ul-channel_3-trial-4-humidity-air,4.96E+01,
9128.7,measure-dispense-1.0-ul-channel_3-trial-4-pascals-air,1000,
9129,measure-dispense-1.0-ul-channel_3-trial-4-celsius-liquid,25,
9129.3,measure-dispense-1.0-ul-channel_3-trial-4-grams-average,16.54608712,
9129.6,measure-dispense-1.0-ul-channel_3-trial-4-grams-cv,1.07E-07,
9129.9,measure-dispense-1.0-ul-channel_3-trial-4-grams-min,1.65E+01,
9130.2,measure-dispense-1.0-ul-channel_3-trial-4-grams-max,1.65E+01,
9130.5,measure-dispense-1.0-ul-channel_3-trial-4-samples-start-time,1780516574,
9130.8,measure-dispense-1.0-ul-channel_3-trial-4-samples-duration,9.779327869,
9131.1,measure-dispense-1.0-ul-channel_3-trial-4-samples-count,5.00E+01,
9197,measure-init-1.0-ul-channel_3-trial-5-celsius-pipette,2.49E+01,
9197.3,measure-init-1.0-ul-channel_3-trial-5-humidity-pipette,42.02334595,
9197.6,measure-init-1.0-ul-channel_3-trial-5-celsius-air,2.06E+01,
9197.9,measure-init-1.0-ul-channel_3-trial-5-humidity-air,4.97E+01,
9198.2,measure-init-1.0-ul-channel_3-trial-5-pascals-air,1000,
9198.5,measure-init-1.0-ul-channel_3-trial-5-celsius-liquid,25,
9198.8,measure-init-1.0-ul-channel_3-trial-5-grams-average,16.54602632,
9199.1,measure-init-1.0-ul-channel_3-trial-5-grams-cv,1.87E-07,
9199.4,measure-init-1.0-ul-channel_3-trial-5-grams-min,1.65E+01,
9199.7,measure-init-1.0-ul-channel_3-trial-5-grams-max,1.65E+01,
9200,measure-init-1.0-ul-channel_3-trial-5-samples-start-time,1780516644,
9200.3,measure-init-1.0-ul-channel_3-trial-5-samples-duration,9.811977386,
9200.6,measure-init-1.0-ul-channel_3-trial-5-samples-count,50,
9233.4,measure-aspirate-1.0-ul-channel_3-trial-5-celsius-pipette,2.49E+01,
9233.7,measure-aspirate-1.0-ul-channel_3-trial-5-humidity-pipette,42.00198364,
9233.9,measure-aspirate-1.0-ul-channel_3-trial-5-celsius-air,2.06E+01,
9234.2,measure-aspirate-1.0-ul-channel_3-trial-5-humidity-air,4.99E+01,
9234.5,measure-aspirate-1.0-ul-channel_3-trial-5-pascals-air,1000,
9234.8,measure-aspirate-1.0-ul-channel_3-trial-5-celsius-liquid,25,
9235.1,measure-aspirate-1.0-ul-channel_3-trial-5-grams-average,16.54483548,
9235.4,measure-aspirate-1.0-ul-channel_3-trial-5-grams-cv,5.36E-08,
9235.7,measure-aspirate-1.0-ul-channel_3-trial-5-grams-min,1.65E+01,
9236,measure-aspirate-1.0-ul-channel_3-trial-5-grams-max,1.65E+01,
9236.3,measure-aspirate-1.0-ul-channel_3-trial-5-samples-start-time,1780516680,
9236.6,measure-aspirate-1.0-ul-channel_3-trial-5-samples-duration,9.811935425,
9236.9,measure-aspirate-1.0-ul-channel_3-trial-5-samples-count,50,
9268.3,measure-dispense-1.0-ul-channel_3-trial-5-celsius-pipette,2.49E+01,
9268.5,measure-dispense-1.0-ul-channel_3-trial-5-humidity-pipette,42.26138306,
9268.8,measure-dispense-1.0-ul-channel_3-trial-5-celsius-air,2.06E+01,
9269.1,measure-dispense-1.0-ul-channel_3-trial-5-humidity-air,5.01E+01,
9269.4,measure-dispense-1.0-ul-channel_3-trial-5-pascals-air,1000,
9269.7,measure-dispense-1.0-ul-channel_3-trial-5-celsius-liquid,25,
9270,measure-dispense-1.0-ul-channel_3-trial-5-grams-average,16.54585424,
9270.3,measure-dispense-1.0-ul-channel_3-trial-5-grams-cv,8.33E-08,
9270.6,measure-dispense-1.0-ul-channel_3-trial-5-grams-min,1.65E+01,
9270.9,measure-dispense-1.0-ul-channel_3-trial-5-grams-max,1.65E+01,
9271.2,measure-dispense-1.0-ul-channel_3-trial-5-samples-start-time,1780516715,
9271.5,measure-dispense-1.0-ul-channel_3-trial-5-samples-duration,9.796043634,
9271.8,measure-dispense-1.0-ul-channel_3-trial-5-samples-count,5.00E+01,
9337.8,measure-init-1.0-ul-channel_3-trial-6-celsius-pipette,2.49E+01,
9338.1,measure-init-1.0-ul-channel_3-trial-6-humidity-pipette,42.4460144,
9338.3,measure-init-1.0-ul-channel_3-trial-6-celsius-air,2.06E+01,
9338.6,measure-init-1.0-ul-channel_3-trial-6-humidity-air,5.00E+01,
9338.9,measure-init-1.0-ul-channel_3-trial-6-pascals-air,1000,
9339.2,measure-init-1.0-ul-channel_3-trial-6-celsius-liquid,25,
9339.5,measure-init-1.0-ul-channel_3-trial-6-grams-average,16.5457958,
9339.8,measure-init-1.0-ul-channel_3-trial-6-grams-cv,1.23E-07,
9340.1,measure-init-1.0-ul-channel_3-trial-6-grams-min,1.65E+01,
9340.4,measure-init-1.0-ul-channel_3-trial-6-grams-max,1.65E+01,
9340.7,measure-init-1.0-ul-channel_3-trial-6-samples-start-time,1780516785,
9341,measure-init-1.0-ul-channel_3-trial-6-samples-duration,9.795517206,
9341.3,measure-init-1.0-ul-channel_3-trial-6-samples-count,50,
9374,measure-aspirate-1.0-ul-channel_3-trial-6-celsius-pipette,2.50E+01,
9374.3,measure-aspirate-1.0-ul-channel_3-trial-6-humidity-pipette,42.50094604,
9374.6,measure-aspirate-1.0-ul-channel_3-trial-6-celsius-air,2.06E+01,
9374.9,measure-aspirate-1.0-ul-channel_3-trial-6-humidity-air,4.99E+01,
9375.2,measure-aspirate-1.0-ul-channel_3-trial-6-pascals-air,1000,
9375.5,measure-aspirate-1.0-ul-channel_3-trial-6-celsius-liquid,25,
9375.8,measure-aspirate-1.0-ul-channel_3-trial-6-grams-average,16.54462928,
9376.1,measure-aspirate-1.0-ul-channel_3-trial-6-grams-cv,1.24E-07,
9376.3,measure-aspirate-1.0-ul-channel_3-trial-6-grams-min,1.65E+01,
9376.6,measure-aspirate-1.0-ul-channel_3-trial-6-grams-max,1.65E+01,
9376.9,measure-aspirate-1.0-ul-channel_3-trial-6-samples-start-time,1780516821,
9377.2,measure-aspirate-1.0-ul-channel_3-trial-6-samples-duration,9.779723406,
9377.5,measure-aspirate-1.0-ul-channel_3-trial-6-samples-count,5.00E+01,
9409.1,measure-dispense-1.0-ul-channel_3-trial-6-celsius-pipette,2.50E+01,
9409.3,measure-dispense-1.0-ul-channel_3-trial-6-humidity-pipette,42.22476196,
9409.6,measure-dispense-1.0-ul-channel_3-trial-6-celsius-air,2.06E+01,
9409.9,measure-dispense-1.0-ul-channel_3-trial-6-humidity-air,4.97E+01,
9410.2,measure-dispense-1.0-ul-channel_3-trial-6-pascals-air,1000,
9410.5,measure-dispense-1.0-ul-channel_3-trial-6-celsius-liquid,25,
9410.8,measure-dispense-1.0-ul-channel_3-trial-6-grams-average,16.54561156,
9411.1,measure-dispense-1.0-ul-channel_3-trial-6-grams-cv,5.06E-08,
9411.4,measure-dispense-1.0-ul-channel_3-trial-6-grams-min,1.65E+01,
9411.7,measure-dispense-1.0-ul-channel_3-trial-6-grams-max,1.65E+01,
9412,measure-dispense-1.0-ul-channel_3-trial-6-samples-start-time,1780516856,
9412.3,measure-dispense-1.0-ul-channel_3-trial-6-samples-duration,9.795780659,
9412.6,measure-dispense-1.0-ul-channel_3-trial-6-samples-count,50,
9478.6,measure-init-1.0-ul-channel_3-trial-7-celsius-pipette,2.50E+01,
9478.9,measure-init-1.0-ul-channel_3-trial-7-humidity-pipette,41.98977661,
9479.2,measure-init-1.0-ul-channel_3-trial-7-celsius-air,2.06E+01,
9479.5,measure-init-1.0-ul-channel_3-trial-7-humidity-air,4.93E+01,
9479.8,measure-init-1.0-ul-channel_3-trial-7-pascals-air,1000,
9480.1,measure-init-1.0-ul-channel_3-trial-7-celsius-liquid,25,
9480.4,measure-init-1.0-ul-channel_3-trial-7-grams-average,16.5455402,
9480.7,measure-init-1.0-ul-channel_3-trial-7-grams-cv,1.93E-07,
9481,measure-init-1.0-ul-channel_3-trial-7-grams-min,1.65E+01,
9481.3,measure-init-1.0-ul-channel_3-trial-7-grams-max,1.65E+01,
9481.6,measure-init-1.0-ul-channel_3-trial-7-samples-start-time,1780516926,
